Serial Number,Manufacturers Name,Business Name,Date Of Accident,Time Of Accident,Clock,Vehicle Year,Model,City,County,Driving Status,Pedestrian Involved,Bicyclist Involved,Other,Number Of Vehicles Involved,Damage: None,Damage: Minor,Damage: Moderate,Damage: Major,Model_2,Moving_2,Accident Detail Description,Weather Clear,Weather Cloudy,Weather Raining,Weather Snowing,Weather Fog,Weather Other,Weather Wind,Lighting Daylight,Lighting Dark-Dawn,Lighting Dark-Street lights,Lighting Dark-No street lights,Lighting  Dark-Street lights not functioning,Roadway Dry,Roadway Wet,Latitude,Longitude,Narrow Roadway,Parked Vehicles,Intersection,Struck by Others,Other Party
333,Waymo LLC,Waymo LLC,9/13/2024,09:15,PM,2021,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,Honda Civic EX,Yes,"On September 13, 2024 at 9:15 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on 19th Avenue at Junipero Serra Boulevard.   The Waymo AV was traveling southbound on 19th Avenue and came to a stop in a queue of traffic for a red light at the intersection with Junipero Serra Boulevard. A passenger vehicle in front of the Waymo AV began to roll backwards, and the rear of the passenger car made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). Both vehicles sustained damage. ",,,,,Yes,,,,,Yes,,,Yes,,37.7211,-122.4754,0,0,1,1,1
334,Waymo LLC,Waymo LLC,9/18/2024,08:44,PM,2021,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,,Yes,"On September 18, 2024 at 8:44 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a van on Potrero Avenue at 16th Street.   The Waymo AV was stopped in a queue of traffic in the leftmost of two through lanes on southbound Potrero Avenue at the intersection with 16th Street when a van traveling behind the Waymo AV passed the Waymo AV on the left to enter the dedicated left turn lane. The passenger side of the van made contact with the rear left sensor of the Waymo AV. Without stopping, the van then crossed the double yellow line to the northbound side of Potrero Avenue, turned left onto eastbound 16th Street, and left the scene. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained damage to the rear left sensor housing and assembly.",,Yes,,,,,,,,Yes,,,Yes,,37.7509,-122.4153,0,0,1,1,0
335,Waymo LLC,Waymo LLC,9/26/2024,01:21,AM,2024,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,New Flyer Xcelsior,Yes,"On September 26, 2024 at 1:21 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a bus on Potrero Avenue at 23rd Street.  The Waymo AV was stopped facing a red light in the rightmost lane of northbound Potrero Avenue at the intersection with 23rd street. While the Waymo AV remained stopped at the red light, a bus traveling directly behind the Waymo AV maneuvered into the left adjacent lane. As the bus proceeded alongside the stopped Waymo AV and came to a stop at the red light, the passenger side of the bus made contact with the rear driver side corner of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. ",Yes,,,,,,,,,Yes,,,Yes,,37.7509,-122.4153,-1,0,1,1,0
336,Waymo LLC,Waymo LLC,9/27/2024,02:52,PM,2024,I-Pace,Los Angeles,Los Angeles,Moving,,,,2,,Yes,,,Chevrolet Malibu LT,Yes,"On September 27, 2024 at 2:52 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a passenger car on San Vicente Boulevard at Wilshire Boulevard.  The Waymo AV was stopped in traffic for a red light in the leftmost through lane of southeastbound San Vicente Boulevard at the intersection with Wilshire Boulevard. When the light turned green, the Waymo AV proceeded into the intersection. Simultaneously, a passenger car traveling in the rightmost dedicated left turn lane (the left adjacent lane to the Waymo AV) proceeded straight into the intersection and partially entered the leftmost through lane ahead of the Waymo AV. The passenger side of the passenger car then made contact with the driver side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. ",Yes,,,,,,,Yes,,,,,Yes,,34.0652,-118.383,0,0,1,1,1
337,Waymo LLC,Waymo LLC,9/29/2024,01:35,PM,2021,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,Toyota Prius,,"On September 29, 2024 at 1:35 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Mission Street near 9th Street.  The Waymo AV was traveling south westbound on Mission Street in the left lane and came to a stop in a queue of traffic. While the Waymo AV remained stationary, a passenger car approached the Waymo AV from behind and the front bumper of the passenger car made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present in the driver’s seating position. The Waymo AV sustained damage. ",Yes,,,,,,,Yes,,,,,,,37.77634238,-122.4150206,0,0,1,1,1
338,Waymo LLC,Waymo LLC,10/03/2024,02:20,AM,2024,I-Pace,San Francisco,San Francisco ,Stopped In Traffic,,,,2,,,Yes,,Freightliner Cascadia,Yes,"On October 3, 2024 at 2:20 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a heavy truck on Toland Street at Jerrold Avenue.  The Waymo AV was traveling north eastbound on Toland Street and came to a stop at a stop sign at the intersection with Jerrold Avenue. To the left of the Waymo AV, a heavy truck was stopped, facing the same direction as the Waymo AV, but in the opposing lane of travel and partially within the intersection with Jerrold Avenue. As the Waymo AV began to proceed forward from a stop, the heavy truck began making a wide right turn. The Waymo AV came to a stop and the rear passenger side of the heavy truck made contact with the front driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. ",Yes,,,,,,,,,Yes,,,,,37.7309,-122.3886,0,0,1,1,2
339,Waymo LLC,Waymo LLC,10/14/2024,05:04,PM,2024,I-Pace,South San Francisco,San Mateo,Stopped In Traffic,,,,3,,,Yes,,Chevrolet El Camino SS ,Yes,"On October 14, 2024 at 5:04 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in South San Francisco, California was in a collision involving a pickup truck (Chevrolet El Camino) on El Camino Real at Westborough Boulevard.  The Waymo AV was traveling northwest on El Camino Real when it came to a stop behind a queue of traffic in the rightmost dedicated left turn lane at the intersection with Westborough Boulevard. Simultaneously, a pickup truck was traveling southeast on El Camino Real in the center of three lanes when a passenger car entered the center southeast lane from a driveway to the right of the pickup truck. As the passenger car entered the center southeast lane just in front of the pickup truck, the pickup truck swerved to the left, crossing the curbed median. The front of the pickup truck then made contact with the rear driver side of the stopped Waymo AV and with the rear driver side of another pickup truck traveling two lanes to the right of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. All three vehicles sustained damage. ",,Yes,,,,,,Yes,,,,,Yes,,37.6574,-122.4235,0,0,1,1,2
340,Waymo LLC,Waymo LLC ,10/16/2024,05:27,AM,2024, I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,,Yes,"On October 16, 2024 at 5:27 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a van in an underground parking lot at 1160 Mission Street.  Two Waymo AVs were stopped at neighboring junctures of a tight T-instersection of the lot. The first Waymo AV was preparing to make a right turn, while yielding to the other Waymo AV. While the Waymo AVs remained stopped, a van that had been traveling behind the first Waymo AV entered the oncoming lane to maneuver around the left side of the Waymo AV. The passenger side of the van then made contact with the rear driver side of the stopped Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. ",,,,,,Yes,,,,Yes,,,Yes,,37.7725,-122.4147,1,0,1,1,0
341,Waymo LLC,Waymo LLC,10/19/2024,07:57,AM,2024,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,Toyota 4Runner,Yes,"On October 19, 2024 at 7:57 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Indiana Street near 19th Street.   The Waymo AV was parked at the curb in the northbound direction of Indiana street when an SUV in front of the Waymo AV began to reverse to parallel park, and the rear of the SUV made contact with the front of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. ",Yes,,,,,,,Yes,,,,,Yes,,37.76217,-122.3916,-1,1,1,1,0
342,Waymo LLC,Waymo LLC,10/20/2024,06:57,AM,2024,I-Pace,Los Angeles,Los Angeles,Moving,,,,2,,Yes,,,Nissan Murano,Yes," On October 20, 2024 at 6:57 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving an SUV on Stoner Avenue at Lindblade Street.   The Waymo AV was traveling southeast on Stoner Avenue, and stopped at a stop sign at the intersection with Lindblade Street with an SUV following behind. As the Waymo AV finished traversing the intersection, the trailing SUV entered the opposing lane of travel, passing the Waymo AV, and the passenger side of the SUV made contact with the driver side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage and the SUV left the scene.",Yes,,,,,,,,Yes,,,,Yes,,33.9949,-118.3991,-1,0,1,1,0
343,"Zoox, Inc.",Zoox,10/24/2024,10:00,AM,2017,Highlander,San Francisco,San Francisco,Moving,,,Skateboarder,1,Yes,,,,Skateboard,,"A Zoox vehicle in autonomous mode was stopped for a red traffic light on northbound Howard Street while preparing to turn left onto westbound 12th Street in San Francisco. After the light turned green the Zoox vehicle began to move forward and then slowed gradually to yield to a pedestrian with right of way in the crosswalk on 12th Street. Just as the Zoox vehicle slowed to almost a stop (0.2 mph), a skateboarder quickly approached the rear of the Zoox vehicle extending their left arm forward and making contact with the right rear corner of the Zoox vehicle. The Zoox vehicle operator then disengaged from autonomy and brought the vehicle to a stop. The skateboarder initially told the Zoox vehicle operator they were not injured but later mentioned they “smacked” their hand and it was “bruised.” When asked, however, they declined medical attention. The Zoox vehicle did not sustain damage. The police were not called. The Zoox vehicle camera footage shows that the skateboarder was looking at  their cell phone and did not appear to have been looking ahead at the roadway before the time of contact.",Yes,,,,,,,Yes,,,,,Yes,,37.774516,-122.413769,0,0,1,1,0
344,Waymo LLC,Waymo LLC,11/03/2024,01:18,PM,2024,I-Pace,San Francisco,San Francisco,Moving,,,,2,,Yes,,,Ford Transit 250,Yes,"On November 3, 2024 at 1:18 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an ambulance on Cesar Chavez Street at Guerrero Street.   The Waymo AV was traveling east in the leftmost of two lanes on Cesar Chavez Street. While the traffic light was yellow, the Waymo AV began to cross the intersection with Guerrero Street. As the Waymo AV was crossing the intersection, an ambulance traveling north on Guerrero Street (without lights and sirens activated) began to make a right turn onto eastbound Cesar Chavez Street. While the ambulance completed its right turn it crossed into the lane the Waymo AV was travling in and the front driver side of the ambulance then made contact with the rear passenger side door of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Wamo AV sustained damage. ",Yes,,,,,,,Yes,,,,,Yes,,37.7509,-122.4153,0,0,1,1,2
345,Waymo LLC,Waymo LLC,11/04/2024,06:28,PM,2024,I-Pace,Culver City,Los Angeles,Stopped In Traffic,,,,3,,Yes,,,Lexus RX 350 / 350 F SPORT,,"On November 4, 2024 at 6:28 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Culver City, California was in a collision involving an SUV on Culver Boulevard near Sepulveda Boulevard.  The Waymo AV was stopped in traffic for a red light on southwestbound Culver Boulevard with an SUV stopped directly behind the Waymo AV. Moments later, a passenger car traveling at a high rate of speed approached the stopped SUV from behind and made contact with the rear of the SUV. The front of the SUV then made contact with the rear of the stopped Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. All three vehicles sustained damage.  ",Yes,,,,,,,,,Yes,,,Yes,,34.00469286,-118.4098553,0,0,0,1,1
346,Waymo LLC,Waymo LLC,11/08/2024,08:39,PM,2021,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,Ford E-450 Super Duty,Yes,"On November 8, 2024 at 8:39 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a food truck on 26th Street near Valencia Street.  The Waymo AV was traveling west on 26th Street when it came to a stop to yield to an oncoming food truck in a narrow roadway with parked vehicles on both sides of the street. As the food truck was passing the stopped Waymo AV, the front driver’s side of the food truck made contact with the front driver’s side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage. ",Yes,,,,,,,,,Yes,,,Yes,,37.74896384,-122.4203912,1,1,0,1,2
347,Waymo LLC,Waymo LLC,11/26/2024,03:48,PM,2024,I-Pace,Culver City,Los Angeles,Stopped In Traffic,,,,2,,Yes,,,Freightliner Sprinter 2500,Yes,"On November 26, 2024 at 3:48 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Culver City, California was in a collision involving a van at a shopping center located near 3816 Sepulveda Boulevard.  The Waymo AV was exiting a shopping center driveway and yielding to traffic as it prepared to make a right onto northwestbound Sepulveda Boulevard when a van traveling directly behind the Waymo AV passed the Waymo AV on the left and proceeded to make a right turn onto northwestbound Sepulveda Boulevard. While passing the stopped Waymo AV, the van’s passenger side made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. ",,Yes,,,,,,Yes,,,,,Yes,,34.01208082,-118.4165191,0,0,1,1,2
